CodMun,UF,Cod UF,Mun,PopMun,Faixa_pop,Regiao,MPPM01,MPPM02,MPPM031,MPPM032,MPPM033,MPPM034,MPPM035,MPPM036,MPPM05,MPPM06,MPPM07,MPPM071,MPPM08,MPPM10a1,MPPM10a2,MPPM10a3,MPPM10a4,MPPM10a5,MPPM10a6,MPPM10a7,MPPM10a8,MPPM10a9,MPPM10a10,MPPM10a11,MPPM11,MPPM11A,MPPM111,MPPM1121,MPPM121,MPPM122,MPPM123,MPPM124,MPPM125,MPPM126,MPPM127,MPPM128,MPPM129,MPPM1210,MPPM1211,MPPM13,MPPM131a,MPPM131b,MPPM131c,MPPM132,MPPM14a1,MPPM14a2,MPPM14a3,MPPM14a4,MPPM14,MPPM15,MPPM161,MPPM162,MPPM163,MPPM17,MPPM1711,MPPM1712,MPPM1713,MPPM1714,MPPM1715,MPPM1716,MPPM1717,MPPM1718,MPPM1719,MPPM18,MPPM19,MPPM20,MPPM201,MPPM202,MPPM211,MPPM212,MPPM213,MPPM214,MPPM215,MPPM216,MPPM217,MPPM218,MPPM219,MPPM2110,MPPM2111,MPPM2112,MPPM2113,MPPM24a1,MPPM24a11,MPPM24a2,MPPM24a21,MPPM24a3,MPPM24a31,MPPM24a4,MPPM24a41,MPPM24a5,MPPM24a51,MPPM25,MPPM251,MPPM252
1507003,PA,15,Santo Antônio do Tauá,27461,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507102,PA,15,São Caetano de Odivelas,16666,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Não,-,Não,-,Não,-,Não,-,Sim,Sim,27
1507151,PA,15,São Domingos do Araguaia,21092,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-
1507201,PA,15,São Domingos do Capim,30599,4 - 20001 até 50000,1 - Norte,Sim,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Não,Feminino,34,Preta,Não,Especialização,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,909,2020,Ativo,Paritário,Sim,Não,Não,Não,10,20,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Ao órgão gestor da assistência social,Representante da sociedade civil,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-
1507300,PA,15,São Félix do Xingu,65418,5 - 50001 até 100000,1 - Norte,Sim,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Não,Feminino,58,Branca,Não,Especialização,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,306,2009,Inativo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não,-,-
1507409,PA,15,São Francisco do Pará,14894,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,1,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507458,PA,15,São Geraldo do Araguaia,24255,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,544,2022,Ativo,Paritário,Sim,Sim,Não,Não,12,18,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Ao órgão gestor da assistência social,Representante da sociedade civil,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507466,PA,15,São João da Ponta,4430,1 - Até 5000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507474,PA,15,São João de Pirabas,20689,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507508,PA,15,São João do Araguaia,13664,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2070,2022,Inativo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507607,PA,15,São Miguel do Guamá,52894,5 - 50001 até 100000,1 - Norte,Sim,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Não,Feminino,32,Branca,Sim,Ensino superior completo,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,-,-,-,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,222,2011,Ativo,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,18,46,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Ao órgão gestor da assistência social,Há revezamento entre governo e sociedade civil,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507706,PA,15,São Sebastião da Boa Vista,25643,4 - 20001 até 50000,1 - Norte,Sim,Setor subordinado diretamente à chefia do Executivo,-,-,-,-,-,-,Feminino,39,Parda,Sim,Ensino superior incompleto,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,305,2022,Ativo,Paritário,Não,Sim,Não,Não,6,24,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Ao órgão gestor da assistência social,Há revezamento entre governo e sociedade civil,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507755,PA,15,Sapucaia,5847,2 - 5001 até 10000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507805,PA,15,Senador José Porfírio,22576,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,1,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507904,PA,15,Soure,24204,4 - 20001 até 50000,1 - Norte,Sim,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Não,Feminino,39,Branca,Não,Especialização,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,"Sim, de todas",Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,-,Não,-,Sim,1,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507953,PA,15,Tailândia,72493,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Não,-,Não,-,Não,-,Não,-,Sim,Sim,70
1507961,PA,15,Terra Alta,10400,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1507979,PA,15,Terra Santa,18782,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1508001,PA,15,Tomé-Açu,67585,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1508035,PA,15,Tracuateua,28595,4 - 20001 até 50000,1 - Norte,Sim,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Não,Feminino,56,Parda,Não,Especialização,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,2,Sim,1,Não,-,Não,-,Não,-,Não,-,-
1508050,PA,15,Trairão,15242,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1508084,PA,15,Tucumã,39550,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,311,2006,"Foi criado, mas não foi instalado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1508100,PA,15,Tucuruí,91306,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,8221,2008,Ativo,Paritário,Não,Não,Não,Sim,19,20,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Ao órgão gestor da assistência social,Há revezamento entre governo e sociedade civil,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1508126,PA,15,Ulianópolis,37972,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Sim,5,Não,-,Não,-,Não,-,Sim,Sim,17
1508159,PA,15,Uruará,43558,4 - 20001 até 50000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1508209,PA,15,Vigia,50832,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Sim,1,Não,-,Não,-,Não,-,Não,-,-
1508308,PA,15,Viseu,58692,5 - 50001 até 100000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Não,-,Não,-,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1508357,PA,15,Vitória do Xingu,15607,3 - 10001 até 20000,1 - Norte,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,1,Sim,1,Não,-,Não,-,Não existem Centros de Referência/Especializados ou Núcleos Integrados de Atendimento às Mulheres em Situação de Violência,-,-
1508407,PA,15,Xinguara,52893,5 - 50001 até 100000,1 - Norte,Sim,Secretaria em conjunto com outras políticas setoriais,Sim,Não,Não,Não,Não,Não,Feminino,Não informou,Parda,Sim,Ensino superior completo,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,752,2010,Ativo,Paritário,Sim,Sim,Não,Sim,4,10,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Ao órgão gestor da assistência social,Representante do governo,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1,Não,-,Não,-,Não,-,Não,-,Sim,Sim,351
