municipality_code,municipality,mean_priority_score,mean_priority_rank,best_priority_rank,worst_priority_rank,priority_rank_range,top_10_frequency,top_quartile_frequency,bottom_quartile_frequency,priority_stability_profile,mean_institutional_contribution,mean_service_network_contribution,mean_transport_barrier_contribution,dominant_institutional_frequency,dominant_service_network_frequency,dominant_transport_barrier_frequency,dominant_dimension_across_scenarios
1507466,São João da Ponta,0.6166407666407667,35.666666666666664,23,51,28,0.0,0.5833333333333334,0.0,scenario_sensitive_higher_priority,0.19722222222222222,0.20833333333333334,0.21108521108521108,0.25,0.3541666666666667,0.3958333333333333,transport_barrier
1507474,São João de Pirabas,0.6896647123919851,18.33333333333333,9,38,29,0.1041666666666666,0.9791666666666666,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.1852617079889807,0.17106967106967108,0.6041666666666666,0.25,0.14583333333333334,institutional
1507508,São João do Araguaia,0.5679993407266135,52.333333333333336,32,82,50,0.0,0.1666666666666666,0.0,intermediate_or_scenario_sensitive,0.3333333333333333,0.10192837465564736,0.13273763273763275,1.0,0.0,0.0,institutional
1507607,São Miguel do Guamá,0.3403069153069153,116.25,98,132,34,0.0,0.0,0.7708333333333334,robust_lower_relative_priority,0.11944444444444442,0.08333333333333333,0.13752913752913754,0.3125,0.1875,0.5,transport_barrier
1507706,São Sebastião da Boa Vista,0.3666913894186621,107.64583333333331,71,128,57,0.0,0.0,0.5833333333333334,intermediate_or_scenario_sensitive,0.0,0.10192837465564736,0.2647630147630148,0.0,0.0,1.0,transport_barrier
1507755,Sapucaia,0.5314343905252997,61.625,23,91,68,0.0,0.2083333333333333,0.0,intermediate_or_scenario_sensitive,0.11944444444444442,0.28546831955922863,0.12652162652162655,0.0,0.9375,0.0625,service_network
1507805,Senador José Porfírio,0.7144231946504677,16.208333333333332,4,39,35,0.5,0.9375,0.0,robust_higher_capacity_strengthening_priority,0.19722222222222222,0.30831726354453626,0.20888370888370889,0.25,0.5,0.25,service_network
1507904,Soure,0.2190161647643772,133.6875,126,138,12,0.0,0.0,1.0,robust_lower_relative_priority,0.0,0.05455100029921276,0.1644651644651645,0.0,0.0,1.0,transport_barrier
1507953,Tailândia,0.4567522544795273,85.375,72,106,34,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.10192837465564736,0.15760165760165762,0.5,0.25,0.25,institutional
1507961,Terra Alta,0.8030626780626783,3.9375,2,17,15,0.9583333333333334,1.0,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.2916666666666667,0.1780626780626781,0.5833333333333334,0.25,0.16666666666666666,institutional
1507979,Terra Santa,0.4373654964564057,92.16666666666669,78,110,32,0.0,0.0,0.0833333333333333,intermediate_or_scenario_sensitive,0.19722222222222222,0.11880165289256196,0.12134162134162135,0.5,0.25,0.25,institutional
1508001,Tomé-Açu,0.663947163947164,25.0625,15,51,36,0.0,0.9375,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.16666666666666666,0.16394716394716397,0.8958333333333334,0.0,0.10416666666666667,institutional
1508035,Tracuateua,0.4031910009182736,97.79166666666669,72,123,51,0.0,0.0,0.2916666666666667,intermediate_or_scenario_sensitive,0.0361111111111111,0.1852617079889807,0.18181818181818185,0.0,0.5416666666666666,0.4583333333333333,service_network
1508050,Trairão,0.8026918367827459,3.7708333333333335,2,12,10,0.9791666666666666,1.0,0.0,robust_higher_capacity_strengthening_priority,0.3333333333333333,0.28546831955922863,0.18389018389018388,0.5208333333333334,0.25,0.22916666666666666,institutional
1508084,Tucumã,0.4115319865319864,96.97916666666669,75,113,38,0.0,0.0,0.1041666666666666,intermediate_or_scenario_sensitive,0.11944444444444442,0.08333333333333333,0.20875420875420878,0.22916666666666666,0.0,0.7708333333333334,transport_barrier
1508100,Tucuruí,0.2905379784593268,126.22916666666669,121,132,11,0.0,0.0,1.0,robust_lower_relative_priority,0.07638888888888891,0.09228946771081603,0.12185962185962186,0.25,0.2708333333333333,0.4791666666666667,transport_barrier
1508126,Ulianópolis,0.5347760825033554,59.41666666666666,43,94,51,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.19722222222222222,0.1852617079889807,0.1522921522921523,0.5,0.25,0.25,institutional
1508159,Uruará,0.6072455322455322,38.625,14,63,49,0.0,0.4166666666666667,0.0,scenario_sensitive_higher_priority,0.26944444444444443,0.08333333333333333,0.2544677544677545,0.625,0.0,0.375,institutional
1508209,Vigia,0.4599897577170304,84.83333333333333,62,111,49,0.0,0.0,0.0208333333333333,intermediate_or_scenario_sensitive,0.19722222222222222,0.10192837465564736,0.16083916083916086,0.4583333333333333,0.22916666666666666,0.3125,institutional
1508308,Viseu,0.518998505655809,66.91666666666667,37,96,59,0.0,0.0,0.0,intermediate_or_scenario_sensitive,0.3333333333333333,0.0526685393258427,0.132996632996633,1.0,0.0,0.0,institutional
1508357,Vitória do Xingu,0.4490222740222742,86.04166666666667,66,115,49,0.0,0.0,0.0625,intermediate_or_scenario_sensitive,0.11944444444444442,0.16666666666666666,0.16291116291116292,0.25,0.375,0.375,tie:service_network+transport_barrier
1508407,Xinguara,0.2100795480008963,134.77083333333334,130,138,8,0.0,0.0,1.0,robust_lower_relative_priority,0.07638888888888891,0.012996538417886734,0.12069412069412072,0.25,0.0,0.75,transport_barrier
